test_id,public_no,title,abstract_excerpt,claims_excerpt,gold_labels,gold_protein_type,gold_protein_function,gold_separation_technology,source_dataset,example_authority
T050,CN114145458A,棕榈酸甘油酯在制备改善或促进人体镁吸收的组合物中的应用,本发明提供了棕榈酸甘油酯在制备改善或促进人体镁吸收的组合物中的应用，具体而言，本发明提供了棕榈酸甘油酯在制备改善或促进人体镁吸收的组合物中的应用，其中以棕榈酸计算，棕榈酸甘油酯中Sn‑2棕榈酸在所有棕榈酸的含量中占35％以上，优选40％以上，更优选46％以上。本发明还提供了棕榈酸甘油酯与α‑乳清蛋白和/或β‑酪蛋白的组合在制备改善或促进婴幼儿对镁吸收的组合物中的应用。本发明中的棕榈酸甘油酯以及棕榈酸甘油酯与α‑乳清蛋白和/或β‑酪蛋白的组合有助于促进或者改善人体对于镁元素的吸收，适用于各个年龄阶段的人，尤其适用于婴幼儿。,1.棕榈酸甘油酯在制备改善或促进人体镁吸收的组合物中的应用，其中，以棕榈酸计算，棕榈酸甘油酯中Sn-2位棕榈酸在所有棕榈酸的含量中占35％以上，优选40％以上，更优选46％以上。_x000D_ 6.棕榈酸甘油酯与α-乳清蛋白和/或β-酪蛋白的组合在制备改善或促进婴幼儿镁吸收的组合物中的应用，其中，以棕榈酸计算，棕榈酸甘油酯中Sn-2位棕榈酸在所有棕榈酸的含量中占35％以上，优选40％以上，更优选46％以上；_x000D_ α-乳清蛋白含量占总蛋白含量的7％以上和/或β-酪蛋白含量占总蛋白含量的13.5％以上。,蛋白类型 > 乳清蛋白 > α-乳白蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白 | 蛋白功能 > 健骨 | 蛋白功能 > 促进肠道健康,蛋白类型 > 乳清蛋白 > α-乳白蛋白 | 蛋白类型 > 酪蛋白 > β-酪蛋白,蛋白功能 > 健骨 | 蛋白功能 > 促进肠道健康,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T051,CN113747802A,包含胶束酪蛋白浓缩物的液体组合物,本发明涉及包含胶束酪蛋白浓缩物(MCC)、更具体地非牛来源的MCC的液体组合物。本发明进一步涉及包含本发明的液体组合物的食品和用于生产本发明的液体组合物的方法。,1.由山羊来源的胶束酪蛋白浓缩物(MCC)组成的液体组合物，_x000D_ 其中，基于组合物的总干重，所述MCC包含60wt％至90wt％的蛋白质，更优选75wt％至90wt％，其中所述组合物具有至多100mPa·s的动态粘度，其中所述MCC包含至少为85:15的酪蛋白与乳清的比例，并且其中所述组合物的pH为6.5至7.2。_x000D_ 4.食品，其中所述食品是包含山羊来源的胶束酪蛋白浓缩物(MCC)的粉末，其中基于所述MCC的总干重，所述MCC包含30wt％至90wt％的蛋白质，并且其中所述MCC包含至少为85:15的酪蛋白与乳清的比例，并且pH为6.5至7.2，并且其中基于所述食品的总干重，所述食品包含至少8wt％的蛋白质。_,蛋白类型 > 酪蛋白 > 酪蛋白软胶束 | 分离技术手段 > 膜分离 > 过滤，超滤或反渗透 | 分离技术手段 > 膜分离 > 微滤 | 蛋白功能 > 促进消化,蛋白类型 > 酪蛋白 > 酪蛋白软胶束,蛋白功能 > 促进消化,分离技术手段 > 膜分离 > 过滤，超滤或反渗透 | 分离技术手段 > 膜分离 > 微滤,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T052,CN112890200B,用于促进低体重婴幼儿生长追赶的一种营养组合物,本发明涉及一种包含骨桥蛋白(OPN)和乳低聚糖的营养组合物，所述营养组合物至少包含高浓度骨桥蛋白、一种唾液酸化低聚糖和至少一种N‑乙酰化低聚糖，所述营养组合物可用于婴幼儿的生长追赶及健康生长。,1.一种用于婴幼儿的生长追赶的包含骨桥蛋白和特定母乳低聚糖的营养组合物，其特征在于，所述特定母乳低聚糖至少包含一种唾液酸化低聚糖、一种岩藻糖基化中性低聚糖和一种N-乙酰化中性低聚糖，其中所述唾液酸化低聚糖至少包括3'-唾液酸乳糖(3’-SL)和6'-唾液酸乳糖(6’-SL)，所述岩藻糖基化中性低聚糖包括乳糖二岩藻四糖(LDFT)和2’-岩藻糖基乳糖(2’-FL)，所述N-乙酰化中性低聚糖包括乳糖-N-新四糖(LNnT)；_x000D_ 所述营养组合物包含如下含量的组分：_x000D_ (1)以重量百分比计10％-25％的唾液酸化低聚糖，其中所述唾液酸化低聚糖中包含的3'-唾液酸乳糖(3'-SL)占所述营养组合物总重量的10％-25％,蛋白类型 > 乳清蛋白 > 骨桥蛋白 | 蛋白功能 > 降糖 | 蛋白功能 > 控制体重 | 蛋白功能 > 免疫调节,蛋白类型 > 乳清蛋白 > 骨桥蛋白,蛋白功能 > 降糖 | 蛋白功能 > 控制体重 | 蛋白功能 > 免疫调节,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T053,CN113508843A,一种高油水解乳清粉及其制备方法,"本发明涉及食品工程技术领域，提出了一种高油水解乳清粉，包括以下重量份组分：脱盐乳清粉100～150份、富含乳脂肪球膜蛋白乳清蛋白粉30～50份、α‑乳白蛋白粉10～15份、乳糖50～80份、1,3‑二油酸‑2‑棕榈酸甘油三酯6～10份、大豆油120～150份、葵花籽油10～20份、菜籽油30～50份、磷脂5～8份、白菜粉8～10份、抗坏血酸棕榈酸酯1～3份。通过上述技术方案，解决了现有技术中的货架期内稳定性较差问题。","1.一种高油水解乳清粉，其特征在于，包括以下重量份组分：脱盐乳清粉100～150份、富含乳脂肪球膜蛋白乳清蛋白粉30～50份、α-乳白蛋白粉10～15份、乳糖50～80份、1,3-二油酸-2-棕榈酸甘油三酯6～10份、大豆油120～150份、葵花籽油10～20份、菜籽油30～50份、磷脂5～8份、白菜粉8～10份、抗坏血酸棕榈酸酯1～3份。_x000D_ 3.一种高油水解乳清粉的制备方法，其特征在于，包括以下步骤：_x000D_ S1、按照权利要求1～2任意一项所述的高油水解乳清粉的配方，称取各组分备用；_x000D_ S2、1,3-二油酸-2-棕榈酸甘油三酯、大豆油、葵花籽油、菜籽油、磷脂、抗坏血酸棕榈酸酯混合均匀，得到复合油相；",蛋白类型 > 乳清蛋白 > WPC80 | 蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白 | 分离技术手段 > 定向酶解 | 蛋白功能 > 促进肠道健康,蛋白类型 > 乳清蛋白 > WPC80 | 蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白,蛋白功能 > 促进肠道健康,分离技术手段 > 定向酶解,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T054,JP6941445B2,平衡感覚改善剤,【課題】平衡感覚の改善に有用な平衡感覚改善剤の提供。_x000D_ 【解決手段】乳脂肪球皮膜を有効成分とする平衡感覚改善剤。_x000D_ 【選択図】なし,【請求項1】_x000D_ 乳脂肪球皮膜を有効成分とする平衡感覚改善剤。_x000D_ 【請求項2】_x000D_ 乳脂肪球皮膜を有効成分とする平衡感覚改善用食品。,蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白 | 蛋白功能 > 治疗感觉疾病,蛋白类型 > 其他乳蛋白 > 脂肪球膜蛋白,蛋白功能 > 治疗感觉疾病,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T055,AU2021102883A4,Design and evaluation of camel milk as a functional food for anti diabetic property,"DESIGN AND EVALUATION OF CAMEL MILK AS A FUNCTIONAL FOOD FOR ANTI DIABETIC PROPERTY Abstract: Camels have the tendency to yield more food and over longer amounts of time than most certain species in extreme conditions and low feed demands, indicating their success as dairy products. Breed, size, equality, season, diet,","1. From claim 1, the proteins are key elements of camel milk and serve a variety of _x000D_ purposes. Exception of glycine, threonine, valine, and lysine camel milk has a wide _x000D_ volume and variety of amino acids. _x000D_ Industrial camel milk casein has an amino acid _x000D_ structure and an increased protein con",蛋白类型 > 乳清蛋白 > α-乳白蛋白 | 蛋白类型 > 乳清蛋白 > 免疫球蛋白 | 蛋白类型 > 乳清蛋白 > 乳铁蛋白 | 蛋白类型 > 酪蛋白 | 蛋白功能 > 降糖,蛋白类型 > 乳清蛋白 > α-乳白蛋白 | 蛋白类型 > 乳清蛋白 > 免疫球蛋白 | 蛋白类型 > 乳清蛋白 > 乳铁蛋白 | 蛋白类型 > 酪蛋白,蛋白功能 > 降糖,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T056,CN112544715A,一种钙强化牛奶的原料组合物、钙强化牛奶及其制备方法,本发明公开了一种钙强化牛奶的原料组合物，所述原料包括0.1465‑0.3808％的乳矿物盐、0.0095‑0.01％的初乳碱性蛋白、0.001‑0.0012％的维生素D、0.025‑0.027％的结冷胶、0.15‑0.2％复配乳化剂，余量为生牛乳经超滤膜过滤的截留液，所述百分比为每种原料占原料总质量百分比。本发明还提供了一种采用上述组合物制备钙强化牛奶的工艺以及制备出的钙强化牛奶产品。本发明制得的产品钙含量和蛋白质含量均要优于市场同类产品，且口感浓厚顺滑，奶香浓郁，常温保质期6个月，并能通过37℃存放2个月的高温破坏性存放实验测试，产品在保质期内和高温破坏性存放实验期间均稳定性良好，无絮凝和严重沉淀分层现象，同时，本发明的钙强化牛奶,1.一种钙强化牛奶的原料组合物，其特征在于，所述原料包括0.1465-0.3808％的乳矿物盐、0.0095-0.01％的初乳碱性蛋白、0.001-0.0012％的维生素D、0.025-0.027％的结冷胶、0.15-0.2％复配乳化剂，余量为生牛乳经超滤膜过滤的截留液，所述百分比为每种原料占原料总质量百分比。_x000D_ 7.一种钙强化牛奶的制备方法，其特征在于，以权利要求1-6中任一所述的钙强化牛奶的原料组合物为原料，并按以下步骤依次进行：_x000D_ (1)将生牛乳经超滤膜过滤的截留液、结冷胶和复配乳化剂混合；_x000D_ (2)向步骤(1)中得到的物料中投入乳矿物盐、初乳碱性蛋白和维生素D，混合，均质，冷却；_x000,蛋白类型 > 乳清蛋白 > 牛乳碱性蛋白 | 分离技术手段 > 膜分离 > 过滤，超滤或反渗透 | 蛋白功能 > 健骨,蛋白类型 > 乳清蛋白 > 牛乳碱性蛋白,蛋白功能 > 健骨,分离技术手段 > 膜分离 > 过滤，超滤或反渗透,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T057,US10376543B2,Fermented milk product and method for producing the same,"The invention relates to provide a fermented milk product includes angiogenin and/or angiogenin hydrolysate in an amount of 0.9 mg/100 g to 150 mg/100 g, and lactoperoxidase and/or lactoperoxidase hydrolysate in the mass ratio to the angiogenin and/or angiogenin hydrolysate of 0.3 to 23.","1. A fermented milk product comprising angiogenin and/or angiogenin hydrolysate in an amount of 0.9 mg/100 g to 150 mg/100 g and lactoperoxidase and/or lactoperoxidase hydrolysate in the mass ratio to the angiogenin and/or angiogenin hydrolysate of 0.3:1 to 23:1, wherein the fermented milk product is obtained by fermen",蛋白类型 > 乳清蛋白 > 乳过氧化物酶 | 蛋白类型 > 乳清蛋白 > 生长因子 | 分离技术手段 > 色谱 > 离子交换 | 蛋白功能 > 健骨,蛋白类型 > 乳清蛋白 > 乳过氧化物酶 | 蛋白类型 > 乳清蛋白 > 生长因子,蛋白功能 > 健骨,分离技术手段 > 色谱 > 离子交换,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T058,US20190134096A1,Hyperimmune colostrum in the modulation and treatment of conditions associated with the mammalian microbiome,"Provided are methods and compositions which are applicable for modulating, preventing or treating non-clinical and clinical conditions that are associated with composition of mammalian microbiome. The methods and compositions are based on preparations of hyperimmune colostrum enriched with antibodies for lipopolysaccha","62. A method for modulating a condition associated with composition of mammalian gut microbiome, said method comprising the step of administering to a mammalian subject an effective amount of hyperimmune colostrum preparation/s or of a composition comprising the same._x000D_ 74. A method for treating, preventing, allev",蛋白类型 > 乳清蛋白 > 免疫球蛋白 | 蛋白功能 > 治疗泌尿系统疾病,蛋白类型 > 乳清蛋白 > 免疫球蛋白,蛋白功能 > 治疗泌尿系统疾病,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T059,CN108410936A,一种水牛乳抗氧化肽及其分离制备方法,本发明公开了一种水牛乳抗氧化肽及其分离制备方法，属于生物技术领域。其分离制备方法包括：水牛乳经脱脂、调节蛋白质质量分数、杀菌、恒温、调整pH值、添加风味蛋白酶进行酶解、灭酶、冷却酶解液后得到水牛乳酶解产物，再利用凝胶分离柱将水牛乳酶解产物进行分离，洗脱分离过程的检测波长为220nm、280nm以及254nm，收集各洗脱组分，冷冻干燥；其中还原能力、DPPH自由基清除能力、羟自由基清除能力及超氧阴离子清除能力较高的组分，即为水牛乳抗氧化肽。本发明水牛乳抗氧化肽制备方法简单可行，活性肽组分的跟踪、富集效果好，产品活性高。,1.一种水牛乳抗氧化肽的分离制备方法，其特征在于，包括如下步骤：_x000D_ （1）水牛乳→脱脂→调节蛋白质质量分数→杀菌、恒温、调整pH值→添加风味蛋白酶进行酶解→灭酶→冷却酶解液→得到水牛乳酶解产物；_x000D_ （2）采用凝胶过滤分离柱将水牛乳酶解产物中的物质用洗脱液进行洗脱分离，洗脱分离过程的检测波长为220nm，收集各洗脱组分；_x000D_ （3）将步骤（2）的洗脱组分进行冷冻干燥；_x000D_ （4）在步骤（3）的各组分中，筛选并收集基于还原能力、DPPH自由基清除能力、羟自由基清除能力及超氧阴离子清除能力的综合抗氧化能力较高的组分，即为水牛乳抗氧化肽。_x000D_ 7.一种水牛乳抗氧化肽，其特征在于，所述的水,蛋白类型 > 其他乳蛋白 > 乳肽 | 分离技术手段 > 除膜分离外的物理分离 | 分离技术手段 > 定向酶解 | 分离技术手段 > 色谱 | 蛋白功能 > 抗氧化 | 蛋白功能 > 促进消化,蛋白类型 > 其他乳蛋白 > 乳肽,蛋白功能 > 抗氧化 | 蛋白功能 > 促进消化,分离技术手段 > 除膜分离外的物理分离 | 分离技术手段 > 定向酶解 | 分离技术手段 > 色谱,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
T060,MX349966B,Use of sodium caseinate as antineoplastic agent.,"The present invention refers to the use of sodium caseinate as an oncologic agent; which in vitro may block the proliferation, the metabolic activity and induce apoptosis in leukemia cells, but not in the normal hematopoiesis. In addition, the invention refers to the use of sodium caseinate in vivo, where this may exte",-,蛋白类型 > 酪蛋白 > 酪蛋白酸钠 | 蛋白功能 > 抗癌,蛋白类型 > 酪蛋白 > 酪蛋白酸钠,蛋白功能 > 抗癌,,milk_protein_labeling_testset/test_gold.csv,legacy_path_reference_only_do_not_override_v2_rules
